timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-11-02 01:30:00+10:00,18904.675,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:35:00+10:00,18823.89,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:40:00+10:00,18787.123,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:45:00+10:00,18692.882,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:50:00+10:00,18789.438,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 01:55:00+10:00,18866.855,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:00:00+10:00,18734.412,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:05:00+10:00,18693.287,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:10:00+10:00,18668.062,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:15:00+10:00,18569.323,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:20:00+10:00,18477.307,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:25:00+10:00,18599.891,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:30:00+10:00,18384.405,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:35:00+10:00,18377.296,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:40:00+10:00,18367.436,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:45:00+10:00,18308.763,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:50:00+10:00,18266.209,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 02:55:00+10:00,18157.276,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:00:00+10:00,18170.064,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:05:00+10:00,18221.173,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:10:00+10:00,18198.702,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:15:00+10:00,18099.813,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:20:00+10:00,18005.257,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:25:00+10:00,18044.291,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:30:00+10:00,18140.214,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:35:00+10:00,17965.126,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:40:00+10:00,18154.311,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:45:00+10:00,18081.914,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:50:00+10:00,18069.901,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 03:55:00+10:00,18031.694,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:00:00+10:00,17997.145,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:05:00+10:00,18080.0,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:10:00+10:00,18048.267,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:15:00+10:00,18173.746,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:20:00+10:00,18158.12,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:25:00+10:00,18149.239,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:30:00+10:00,18113.384,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:35:00+10:00,18147.643,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:40:00+10:00,18276.987,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:45:00+10:00,18304.55,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:50:00+10:00,18298.156,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 04:55:00+10:00,18400.258,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:00:00+10:00,18367.041,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:05:00+10:00,18398.868,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:10:00+10:00,18404.731,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:15:00+10:00,18369.989,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:20:00+10:00,18361.001,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:25:00+10:00,18320.672,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-02 05:30:00+10:00,18200.115,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
